 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:4/5 - 20181102_SMPD3gRNA1RNP_Sox9Cad6b_Emb5_7ss_10x.czi #1,37834.653,3605.041,136395486.280,165435345
2,A:ExptArea:c:4/5 - 20181102_SMPD3gRNA1RNP_Sox9Cad6b_Emb5_7ss_10x.czi #1,23655.521,3840.057,90838547.328,110178913
