 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,7.214,8.836,63.741,1237
2,Background1b:background,27.104,8.487,230.025,4464
3,Background1c:background,12.985,8.643,112.230,2178
4,CntlSide1:Cntl,6282.829,37.625,236392.622,4587564
5,ExptSide1:Expt,4724.901,53.602,253261.828,4914937
