 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,19.942,10.633,212.042,4115
2,Background1b:background,13.861,10.651,147.631,2865
3,Background1c:background,20.921,10.594,221.626,4301
4,CntlSide1:Cntl,4093.001,81.602,333996.602,6481720
5,ExptSide1:Expt,4161.586,104.297,434042.748,8423270
