 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,15.819,7.730,122.278,2373
2,Background1b:background,25.816,7.758,200.293,3887
3,Background1c:background,73.841,7.964,588.101,11413
4,CntlSide1:Cntl,3211.133,168.107,539814.693,10475938
5,ExptSide1:Expt,3039.026,161.167,489790.435,9505140
