 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,21.230,10.228,217.143,4214.000
2,Background1b:background,25.610,10.310,264.035,5124.000
3,Background1c:background,42.718,10.212,436.245,8466.000
4,CntlSide1:Cntl,4481.581,75.482,338276.498,6564778.000
5,ExptSide1:Expt,4263.046,83.861,357503.569,6937909.000
