 ,Label,Area,Mean,IntDen,RawIntDen
1,Background1a:background,21.797,8.522,185.762,3605.000
2,Background1b:background,19.787,8.242,163.089,3165.000
3,Background1c:background,65.081,8.470,551.257,10698.000
4,CntlSide1:Cntl,6591.591,38.236,252038.839,4891203.000
5,ExptSide1:Expt,5724.100,46.051,263601.227,5115589.000
