 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,19.942,16.318,325.406,6315.000
2,Background2b:background,13.861,15.260,211.527,4105.000
3,Background2c:background,20.921,15.938,333.444,6471.000
4,CntlSide2:Cntl,4093.001,142.987,585247.047,11357623.000
5,ExptSide2:Expt,4161.586,124.062,516295.669,10019515.000
