 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,14.634,13.746,201.169,3904
2,Background2b:background,15.768,14.824,233.736,4536
3,Background2c:background,44.573,14.458,644.422,12506
4,CntlSide2:Cntl,2268.152,64.178,145564.604,2824906
5,ExptSide2:Expt,2897.888,52.190,151241.709,2935079
