 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,17.829,14.370,256.202,4972
2,Background2b:background,9.430,14.366,135.470,2629
3,Background2c:background,13.449,13.490,181.434,3521
4,CntlSide2:Cntl,4535.944,51.501,233605.882,4533483
5,ExptSide2:Expt,4597.830,47.120,216649.077,4204410
