 ,Label,Area,Mean,IntDen,RawIntDen
1,Background2a:background,27.671,16.849,466.234,9048.000
2,Background2b:background,33.958,16.968,576.197,11182.000
3,Background2c:background,23.497,16.164,379.820,7371.000
4,CntlSide2:Cntl,2397.284,39.166,93891.263,1822105.000
5,ExptSide2:Expt,2213.222,40.688,90052.301,1747604.000
