 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/2 - 20180630_SMPD3MO0;8mM_Pax7_Emb3_9ss_10x.czi #1,146043.286,1883.782,275113688.611,1334751735
2,A:ExptArea:c:1/2 - 20180630_SMPD3MO0;8mM_Pax7_Emb3_9ss_10x.czi #1,47621.453,3307.036,157485842.631,764064132
