Embryo,Cntl Area,Expt Area,Expt/Cntl Area,Cntl Length,Expt Length,Expt/Cntl Length,Expt Date
Emb1,114538.455,76568.178,0.6684931973283558,192.00600000000003,132.2705,0.6888873264377153,20180418
Emb5,154606.581,103297.507,0.6681313714582434,258.46525,169.38225,0.6553385803313985,20180418
Emb6,69580.845,93015.204,1.3367932510736251,143.193,172.70925,1.2061291403909409,20180418
Emb7,75413.72200000001,49064.265,0.6506012924279218,150.99925000000002,107.9815,0.7151128234080631,20180418
