,Embryo,ExptDate,Cntl CTCF,Expt CTCF,Expt/Cntl CTCF,Norm Cntl CTCF,Norm Expt CTCF
0,Emb1,20190714,407939.69695,465415.36138533335,1.1408925507006442,0.5647913068984071,0.644366194740874
1,Emb2,20190714,1216751.3267123336,1627815.540795,1.3378374899276777,1.684588622098376,2.2537058137488164
2,Emb3,20190714,951944.8244493335,1421507.983012,1.4932672004748724,1.3179648009637364,1.9680736086595412
3,Emb4,20190714,370282.23825333343,540295.0936439999,1.4591439659451069,0.5126546664322307,0.7480369631381909
4,Emb5,20190714,658618.2498720001,1164733.6166733333,1.7684502621961886,0.9118550238515799,1.6125702560152382
5,Emb6,20190714,573938.8713846667,706779.6645066665,1.2314546021277708,0.7946166741621947,0.978534360324498
6,Emb7,20190714,806279.71578,995453.4066829999,1.234625387691903,1.116291887761237,1.3782023047045433
7,Emb8,20190714,792516.6890313331,1651554.0549226669,2.0839359950152048,1.0972370178322384,2.2865717165237416
