Embryo,CntlSide,ExptSide,ID
Emb5,1.3578947368421053,0.9315789473684212,20180418_Emb5
Emb6,0.6789473684210526,0.7736842105263158,20180418_Emb6
Emb7,0.9631578947368421,0.9631578947368421,20180418_Emb7
