Embryo,Cntl Area,Expt Area,Expt/Cntl Area,Cntl Length,Expt Length,Expt/Cntl Length,ID
Emb1,114538.455,76568.178,0.6684931973283558,192.00600000000003,132.2705,0.6888873264377153,20180418_Emb1
Emb2snai2,146440.906,113448.119,0.7747023840456164,243.5305,227.47500000000002,0.9340719129636741,20180418_Emb2snai2
Emb4snai2,120656.409,91674.43400000001,0.7597974675344432,216.49474999999998,183.29899999999998,0.8466671824605446,20180418_Emb4snai2
Emb5,154606.581,103297.507,0.6681313714582434,258.46525,169.38225,0.6553385803313985,20180418_Emb5
Emb5snai2,40835.708,44702.239,1.094685048683373,84.646,88.77975,1.04883573943246,20180418_Emb5snai2
Emb6,69580.845,93015.204,1.3367932510736251,143.193,172.70925,1.2061291403909409,20180418_Emb6
Emb7,75413.72200000001,49064.265,0.6506012924279218,150.99925000000002,107.9815,0.7151128234080631,20180418_Emb7
