Embryo,Cntl Area,Expt Area,ID
Emb1,1.1103719433895285,0.7422760906601659,20180418_Emb1
Emb2snai2,1.4196443752182901,1.0998018819785589,20180418_Emb2snai2
Emb4snai2,1.1696813209479016,0.888720905478558,20180418_Emb4snai2
Emb5,1.4988050066310092,1.0013986446288576,20180418_Emb5
Emb5snai2,0.39587424548067557,0.4333576176865069,20180418_Emb5snai2
Emb6,0.6745386786065479,0.9017187531493543,20180418_Emb6
Emb7,0.7310844297260483,0.4756444748536971,20180418_Emb7
