 ,Label,Area,Mean,IntDen,RawIntDen
1,A:CntlArea:c:1/4 - SMPD3_gRNA1_Emb1_8ss_10x.czi #1,71843.804,5596.664,402085622.754,1950773157
2,A:ExptArea:c:1/4 - SMPD3_gRNA1_Emb1_8ss_10x.czi #1,51341.649,6247.406,320752121.041,1556172597
